STNAME,2010_DRP912,2010_DRP9,2010_DRP10,2010_DRP11,2010_DRP12,2010_DRPAM,2010_DRPAS,2010_DRPHI,2010_DRPBL,2010_DRPWH
hawaii,5.199996948242188,3.69999885559082,5.699996948242188,5.799999237060548,6.0,9.0,4.699996948242188,5.8999977111816415,7.8999977111816415,6.3999977111816415
idaho,1.3999996185302734,1.0,1.0999994277954102,1.5,2.0,2.5,1.1999998092651367,2.1999988555908203,1.8999996185302732,1.1999998092651367
illinois,2.899999618530273,2.0,3.0999984741210938,2.6999988555908203,4.0,3.0,0.8999996185302734,3.799999237060547,5.699996948242188,1.7999992370605469
indiana,1.5999994277954102,0.3999998569488525,1.1999998092651367,1.6999998092651367,3.1999988555908203,2.1999988555908203,1.0999994277954102,2.399999618530273,3.0999984741210938,1.2999992370605469
iowa,3.399999618530273,1.0,1.8999996185302732,3.5,7.099998474121094,8.899993896484375,2.0,6.8999977111816415,9.099998474121094,2.799999237060547
kansas,2.0999984741210938,1.1999998092651367,1.8999996185302732,2.299999237060547,3.299999237060547,4.099998474121094,0.3999998569488525,2.899999618530273,3.69999885559082,1.7999992370605469
kentucky,3.1999988555908203,2.0,3.5,3.799999237060547,3.69999885559082,1.8999996185302732,2.0,5.599998474121094,5.5,2.899999618530273
louisiana,4.799999237060547,5.699996948242188,4.199996948242188,4.099998474121094,4.8999977111816415,4.799999237060547,2.0,3.8999996185302734,6.799999237060548,3.1999988555908203
maine,4.199996948242188,1.6999998092651367,2.299999237060547,4.799999237060547,8.299995422363281,8.599998474121094,3.799999237060547,5.0,4.8999977111816415,4.199996948242188
maryland,2.6999988555908203,2.6999988555908203,3.0,2.6999988555908203,2.1999988555908203,3.1999988555908203,0.8999996185302734,4.199996948242188,3.399999618530273,2.0
massachusetts,2.799999237060547,3.0,2.799999237060547,2.5999984741210938,2.6999988555908203,3.299999237060547,1.5999994277954102,7.299999237060548,5.0,1.6999998092651367
michigan,4.299999237060547,3.0999984741210938,4.8999977111816415,4.199996948242188,5.299999237060547,5.3999977111816415,3.0999984741210938,6.199996948242188,9.199996948242188,2.6999988555908203
minnesota,1.5999994277954102,0.5,0.6999998092651367,1.1999998092651367,3.69999885559082,5.699996948242188,1.5999994277954102,4.199996948242188,3.8999996185302734,1.0
mississippi,7.3999977111816415,6.0,7.299999237060548,7.299999237060548,7.0,4.599998474121094,2.899999618530273,5.8999977111816415,9.29999542236328,5.599998474121094
missouri,3.5,2.899999618530273,2.899999618530273,3.5999984741210938,4.799999237060547,3.0,1.5,4.099998474121094,8.399993896484375,2.399999618530273
montana,4.299999237060547,2.899999618530273,3.8999996185302734,4.8999977111816415,5.699996948242188,10.29999542236328,2.0,6.199996948242188,7.0,3.5
nebraska,2.1999988555908203,0.7999997138977051,1.6999998092651367,2.5,3.69999885559082,7.0,1.7999992370605469,4.0,4.099998474121094,1.5999994277954102
nevada,4.5,2.299999237060547,4.0,4.3999977111816415,8.0,4.699996948242188,3.0999984741210938,5.3999977111816415,6.5,3.399999618530273
new hampshire,1.1999998092651367,,,0.5999999046325684,4.299999237060547,1.5,1.0999994277954102,2.899999618530273,1.5999994277954102,1.0999994277954102
new jersey,1.5999994277954102,1.5999994277954102,1.5999994277954102,1.5,1.5999994277954102,1.5,0.3999998569488525,2.799999237060547,3.5,0.8999996185302734
new mexico,6.8999977111816415,7.5,7.799999237060548,6.599998474121094,5.099998474121094,8.799995422363281,4.599998474121094,7.199996948242188,9.0,5.299999237060547
new york,3.5999984741210938,3.0999984741210938,3.5,3.399999618530273,4.699996948242188,5.599998474121094,2.399999618530273,5.8999977111816415,6.5,1.6999998092651367
north carolina,4.699996948242188,5.099998474121094,4.8999977111816415,4.799999237060547,3.799999237060547,6.099998474121094,2.0,6.099998474121094,5.3999977111816415,4.0
north dakota,2.1999988555908203,0.5,2.299999237060547,2.6999988555908203,3.399999618530273,7.5,0.8999996185302734,3.5,2.5999984741210938,1.6999998092651367
ohio,4.199996948242188,4.3999977111816415,2.799999237060547,3.69999885559082,5.8999977111816415,7.799999237060548,1.3999996185302734,7.3999977111816415,9.399993896484377,2.799999237060547
oklahoma,2.399999618530273,1.8999996185302732,2.299999237060547,2.799999237060547,2.6999988555908203,2.5,1.0999994277954102,3.5,3.299999237060547,2.0999984741210938
oregon,3.399999618530273,1.0,1.6999998092651367,3.299999237060547,7.199996948242188,6.699996948242188,1.3999996185302734,4.699996948242188,6.199996948242188,2.899999618530273
pennsylvania,2.0999984741210938,1.0999994277954102,2.0,2.299999237060547,3.0999984741210938,2.1999988555908203,1.2999992370605469,5.099998474121094,3.69999885559082,1.5
rhode island,4.599998474121094,4.3999977111816415,5.0,4.699996948242188,4.3999977111816415,8.5,4.5,6.799999237060548,6.599998474121094,3.799999237060547
south carolina,3.0,2.6999988555908203,3.299999237060547,3.1999988555908203,2.6999988555908203,5.599998474121094,1.2999992370605469,3.5999984741210938,3.299999237060547,2.6999988555908203
south dakota,2.5999984741210938,1.7999992370605469,2.6999988555908203,2.799999237060547,3.299999237060547,10.5,2.6999988555908203,5.199996948242188,3.399999618530273,1.5999994277954102
tennessee,2.6999988555908203,1.7999992370605469,2.0999984741210938,2.5999984741210938,4.299999237060547,2.6999988555908203,1.1999998092651367,3.299999237060547,4.8999977111816415,1.7999992370605469
texas,2.6999988555908203,1.7999992370605469,2.5,2.1999988555908203,4.799999237060547,3.5999984741210938,0.5,3.5999984741210938,4.199996948242188,1.1999998092651367
utah,2.5999984741210938,0.5,1.3999996185302734,2.299999237060547,6.099998474121094,5.699996948242188,2.799999237060547,5.5,3.799999237060547,2.0999984741210938
vermont,2.399999618530273,1.0,2.399999618530273,3.0,3.399999618530273,,2.0999984741210938,2.5999984741210938,1.5,2.399999618530273
virginia,2.0999984741210938,1.6999998092651367,1.8999996185302732,2.0999984741210938,2.799999237060547,1.5999994277954102,1.1999998092651367,4.599998474121094,3.0,1.3999996185302734
washington,4.199996948242188,3.399999618530273,3.399999618530273,4.3999977111816415,5.799999237060548,8.199996948242188,3.0,5.799999237060548,6.099998474121094,3.5999984741210938
west virginia,4.0,3.399999618530273,4.099998474121094,4.3999977111816415,4.299999237060547,3.5999984741210938,0.5,4.599998474121094,4.599998474121094,4.0
wisconsin,2.1999988555908203,1.3999996185302734,0.8999996185302734,1.6999998092651367,4.599998474121094,5.199996948242188,1.5999994277954102,4.699996948242188,7.5,1.1999998092651367
wyoming,6.0,3.1999988555908203,7.299999237060548,6.099998474121094,7.5,20.79998779296875,1.8999996185302732,,13.099998474121096,5.0
